Time, Price, Networth,
1028868, 0.2345, 1018.85, 
1065789, 0.23327989, 1018.39, 
1115591, 0.2275, 1016.25, 
1131347, 0.23550692, 1019.22, 
1208616, 0.23599999, 1019.41, 
1292142, 0.23441161, 1018.85, 
1375246, 0.22724998, 1016.2, 
1382497, 0.22724998, 1016.26, 
1398167, 0.22132087, 1013.96, 
1417723, 0.215, 1011.48, 
1421524, 0.215, 1011.51, 
1421620, 0.21843574, 1012.91, 
1436942, 0.22222222, 1014.41, 
1452671, 0.222, 1014.32, 
1468431, 0.21820002, 1012.82, 
1468501, 0.21820002, 1012.82, 
1507285, 0.21594904, 1011.93, 
1591755, 0.2221, 1014.4, 
1637038, 0.22633524, 1016.07, 
1637109, 0.22633524, 1016.07, 
1653092, 0.22335, 1014.92, 
1678722, 0.22953847, 1017.38, 
1679565, 0.22953847, 1017.37, 
1721272, 0.229989, 1017.64, 
1722420, 0.23, 1017.65, 
1737732, 0.2308, 1017.96, 
1823036, 0.23449999, 1019.54, 
1823132, 0.23230003, 1018.67, 
1852018, 0.23475945, 1019.61, 
1852020, 0.23475945, 1019.61, 
1852191, 0.23475945, 1019.61, 
1852193, 0.23475945, 1019.61, 
1907567, 0.2337391, 1019.36, 
1941647, 0.2345, 1019.66, 
1998856, 0.2278, 1017.15, 
1998927, 0.2278, 1017.15, 
2065426, 0.23399797, 1019.52, 
2080957, 0.236, 1020.29, 
2096432, 0.2346, 1019.75, 
2111908, 0.2346, 1019.75, 
2171348, 0.2365, 1020.48, 
2187197, 0.245, 1023.74, 
2187268, 0.245, 1023.74, 
2192957, 0.247, 1024.52, 
2200592, 0.252, 1026.39, 
2200663, 0.252, 1026.39, 
2239253, 0.24200002, 1022.64, 
2255139, 0.25, 1025.7, 
2285384, 0.24716, 1024.61, 
2324208, 0.25, 1025.7, 
2411495, 0.264, 1031.07, 
2411591, 0.25750002, 1028.58, 
2411687, 0.2575, 1028.58, 
2412499, 0.26392575, 1030.94, 
2454919, 0.264999, 1031.33, 
2498624, 0.27441759, 1034.67, 
2502154, 0.26370293, 1030.89, 
2585724, 0.27649997, 1035.44, 
2601611, 0.27699996, 1035.62, 
2629848, 0.265, 1031.39, 
2629971, 0.265, 1031.39, 
2630965, 0.26500001, 1031.46, 
2766009, 0.26824103, 1032.63, 
2766073, 0.26824103, 1032.63, 
2766079, 0.26824103, 1032.63, 
2766221, 0.26824103, 1032.63, 
2766227, 0.26824103, 1032.63, 
2766343, 0.27200432, 1033.99, 
2766375, 0.27200432, 1033.99, 
2766439, 0.27200432, 1033.99, 
2766445, 0.27200432, 1033.99, 
2798988, 0.27932403, 1036.64, 
2864657, 0.2755, 1035.25, 
2888041, 0.26679172, 1032.1, 
2928908, 0.26060003, 1029.84, 
2949617, 0.26691331, 1032.24, 
2949688, 0.26691331, 1032.24, 
3023183, 0.27699996, 1036.08, 
3034750, 0.27796454, 1036.46, 
3034821, 0.27827938, 1036.57, 
3034891, 0.27827938, 1036.57, 
3054816, 0.288, 1040.1, 
3060130, 0.288, 1040.1, 
3103247, 0.30005901, 1044.41, 
3108071, 0.31277237, 1048.82, 
3140432, 0.308, 1047.25, 
3140503, 0.308, 1047.25, 
3145867, 0.31240547, 1142.65, 
3145963, 0.3011, 1135.53, 
3146059, 0.31537086, 1143.61, 
3146156, 0.30110003, 1135.53, 
3146252, 0.3011, 1135.53, 
3146348, 0.30110003, 1135.53, 
3146419, 0.30110003, 1135.53, 
3146516, 0.30110003, 1135.53, 
3146612, 0.30110003, 1135.53, 
3146708, 0.30692417, 1137.85, 
3190840, 0.32, 1142.84, 
3206476, 0.32455195, 1144.37, 
3221179, 0.32478882, 1144.45, 
3227800, 0.32250003, 1143.68, 
3236004, 0.32765085, 1145.41, 
3316367, 0.3276, 1145.63, 
3360929, 0.30001, 1135.82, 
3361000, 0.30001, 1135.82, 
3407654, 0.3, 1135.82, 
3438846, 0.30275457, 1137.35, 
3449585, 0.292, 1132.99, 
3465248, 0.276, 1126.5, 
3482790, 0.27988994, 1128.08, 
3534746, 0.28233788, 1129.25, 
3540519, 0.28571429, 1130.79, 
3549304, 0.275101, 1126.5, 
3568869, 0.28126497, 1129.15, 
3573785, 0.28126497, 1129.14, 
3584604, 0.2839, 1130.27, 
3619628, 0.29299906, 1134.04, 
3635661, 0.29299906, 1134.04, 
3659006, 0.28673489, 1131.49, 
3707632, 0.27935601, 1128.54, 
3707728, 0.28020706, 1128.88, 
3707824, 0.28020706, 1128.88, 
3752255, 0.26719929, 1123.27, 
3752352, 0.26719929, 1123.25, 
3765058, 0.26548964, 1122.49, 
3773445, 0.27297094, 1125.97, 
3773542, 0.25434612, 1117.39, 
3773638, 0.26446936, 1122.2, 
3797435, 0.27131463, 1125.34, 
3830336, 0.2637, 1121.85, 
3837913, 0.2725, 1125.88, 
3837983, 0.2725, 1125.88, 
3876596, 0.27027027, 1124.86, 
3910224, 0.27065, 1125.11, 
3923609, 0.27402474, 1126.61, 
3923680, 0.27402474, 1126.61, 
3926484, 0.27402474, 1126.61, 
3932874, 0.27, 1124.8, 
3948834, 0.27358082, 1126.44, 
4010392, 0.27999997, 1129.38, 
4010463, 0.27999997, 1129.38, 
4017275, 0.27999997, 1129.49, 
4017345, 0.28385667, 1131.17, 
4033079, 0.28078686, 1129.84, 
4033176, 0.28233129, 1130.5, 
4054583, 0.2865617, 1132.39, 
4060043, 0.27584601, 1127.6, 
4095108, 0.2727, 1126.34, 
4097643, 0.2727, 1126.28, 
4113438, 0.27001, 1125.04, 
4141432, 0.27318792, 1126.51, 
4151803, 0.27318792, 1126.56, 
4173681, 0.26465508, 1122.49, 
4183489, 0.26362483, 1122.01, 
4197481, 0.256, 1118.27, 
4213466, 0.25, 1115.24, 
4227719, 0.24973356, 1115.09, 
4228228, 0.24248167, 1111.3, 
4231679, 0.23592804, 1107.79, 
4269514, 0.2439, 1112.2, 
4281840, 0.23, 1104.52, 
4314012, 0.225, 1101.9, 
4314109, 0.22577062, 1102.32, 
4355680, 0.23760384, 1109.18, 
4356202, 0.23724354, 1108.98, 
4356203, 0.23724354, 1108.98, 
4360520, 0.24, 1110.5, 
4364252, 0.24142908, 1111.29, 
4398980, 0.24087885, 1110.99, 
4414850, 0.23994892, 1110.47, 
4569487, 0.23077054, 1105.27, 
4597691, 0.23131396, 1105.59, 
4613555, 0.23344594, 1106.8, 
4628282, 0.23280468, 1106.46, 
4628353, 0.23143121, 1105.64, 
4628423, 0.23143121, 1105.64, 
4644583, 0.2272, 1103.14, 
4647349, 0.22738784, 1103.25, 
4664378, 0.2272, 1103.13, 
4666628, 0.23161537, 1105.81, 
4669317, 0.22953825, 1104.57, 
4698776, 0.23735545, 1109.24, 
4700437, 0.23735545, 1109.24, 
4700438, 0.23735545, 1109.24, 
4700712, 0.23735545, 1109.28, 
4700713, 0.23290235, 1106.62, 
4700885, 0.23290235, 1106.62, 
4700886, 0.23290235, 1106.62, 
4706243, 0.23655216, 1108.8, 
4707671, 0.24209794, 1112.12, 
4743774, 0.23697306, 1109.14, 
4794214, 0.23563778, 1108.34, 
4829922, 0.2336664, 1107.16, 
4829993, 0.2336664, 1107.16, 
4830063, 0.2336664, 1107.16, 
4845862, 0.23543818, 1108.22, 
4874214, 0.23280849, 1106.64, 
4918896, 0.23638628, 1108.85, 
4955335, 0.24, 1111.08, 
5005304, 0.23655916, 1108.96, 
5021593, 0.24, 1111.08, 
5047342, 0.242, 1112.3, 
5047467, 0.242, 1112.3, 
5047538, 0.242, 1112.3, 
5223656, 0.22566585, 1102.28, 
5223752, 0.23031306, 1105.16, 
5260275, 0.206, 1089.43, 
5260284, 0.206, 1089.43, 
5260380, 0.20966, 1091.79, 
5304429, 0.20701, 1089.96, 
5306661, 0.20701, 1089.96, 
5308392, 0.20701, 1089.93, 
5308463, 0.20701, 1089.93, 
5308534, 0.20841883, 1090.93, 
5310752, 0.20532982, 1088.73, 
5310823, 0.20532982, 1088.73, 
5350451, 0.20951014, 1091.87, 
5366551, 0.20792332, 1090.69, 
5389391, 0.21223362, 1093.91, 
5389462, 0.21223362, 1093.91, 
5389692, 0.21223362, 1093.91, 
5389763, 0.21223362, 1093.91, 
5436830, 0.21205326, 1093.78, 
5436901, 0.21205326, 1093.78, 
5443469, 0.21284348, 1094.34, 
5456347, 0.21533403, 1096.12, 
5457953, 0.21061647, 1092.74, 
5483657, 0.207584, 1090.49, 
5522876, 0.20927062, 1091.89, 
5557981, 0.17, 1060.74, 
5558077, 0.16, 1051.97, 
5558174, 0.17848751, 1067.54, 
5558270, 0.169, 1059.11, 
5558346, 0.1769, 1066.52, 
5560694, 0.16147283, 1052.02, 
5560764, 0.1611, 1051.65, 
5561783, 0.151524, 1041.98, 
5566870, 0.16382277, 1055.12, 
5610502, 0.13303179, 1024.96, 
5610599, 0.13749, 1029.53, 
5610695, 0.13725, 1029.24, 
5612480, 0.12961242, 1020.1, 
5613738, 0.11975845, 1007.33, 
5614686, 0.12732579, 1018.46, 
5615168, 0.14139434, 1037.06, 
5745263, 0.14721, 1047.26, 
5870655, 0.14962252, 1050.18, 
5887003, 0.1375, 1035.5, 
5893931, 0.13767333, 1036.27, 
5905974, 0.13106675, 1027.46, 
5970655, 0.14282209, 1043.13, 
5987060, 0.1411, 1040.83, 
5998389, 0.14439999, 1045.23, 
6167334, 0.15349995, 1057.35, 
6172276, 0.15632202, 1060.63, 
6172347, 0.15632202, 1060.63, 
6237496, 0.16385706, 1070.4, 
6261594, 0.1681818, 1075.23, 
6278033, 0.16001, 1066.11, 
6283561, 0.15762859, 1063.43, 
6317867, 0.1548591, 1060.03, 
6341871, 0.156, 1061.43, 
6341942, 0.157, 1062.66, 
6345404, 0.157, 1062.66, 
6345475, 0.157, 1062.66, 
6349160, 0.15669276, 1062.28, 
6371161, 0.159, 1065.21, 
6376271, 0.15700338, 1062.74, 
6406656, 0.1604, 1067.04, 
6412281, 0.1590313, 1065.42, 
6424079, 0.15732402, 1063.26, 
6439262, 0.15333861, 1058.2, 
6439267, 0.15312312, 1057.91, 
6439436, 0.15312312, 1057.91, 
6439441, 0.15312312, 1057.91, 
6439609, 0.15312312, 1057.91, 
6439615, 0.15312312, 1057.91, 
6439782, 0.15312312, 1057.91, 
6439788, 0.15312312, 1057.91, 
6439956, 0.15312312, 1057.91, 
6439962, 0.15312312, 1057.91, 
6440130, 0.15312312, 1057.91, 
6440136, 0.15312312, 1057.91, 
6440304, 0.15312312, 1057.91, 
6440310, 0.15312312, 1057.91, 
6440478, 0.15312312, 1057.91, 
6440484, 0.15312312, 1057.91, 
6440600, 0.15312312, 1057.91, 
6440606, 0.15312312, 1057.91, 
6440774, 0.15312312, 1057.91, 
6440779, 0.15312312, 1057.91, 
6440896, 0.15529612, 1060.72, 
6440901, 0.15529612, 1060.72, 
6440993, 0.15529612, 1060.72, 
6440998, 0.15529612, 1060.72, 
6441141, 0.15529612, 1060.72, 
6441146, 0.15529612, 1060.72, 
6441314, 0.15529612, 1060.72, 
6441319, 0.15529612, 1060.72, 
6441488, 0.15529612, 1060.72, 
6441493, 0.15529612, 1060.72, 
6441636, 0.15529612, 1060.72, 
6441640, 0.15529612, 1060.72, 
6441810, 0.15529612, 1060.72, 
6441815, 0.15529612, 1060.72, 
6441985, 0.15529612, 1060.72, 
6441989, 0.15529612, 1060.72, 
6442160, 0.15529612, 1060.72, 
6442165, 0.15529612, 1060.72, 
6442334, 0.15529612, 1060.72, 
6442338, 0.15529612, 1060.72, 
6442456, 0.15529, 1060.67, 
6442461, 0.15529, 1060.67, 
6442629, 0.15529, 1060.67, 
6442634, 0.15529, 1060.67, 
6442803, 0.15529, 1060.67, 
6442807, 0.15529, 1060.67, 
6442976, 0.15529, 1060.67, 
6442981, 0.15529, 1060.67, 
6443150, 0.15529, 1060.67, 
6443154, 0.15529, 1060.67, 
6443246, 0.15529, 1060.67, 
6443251, 0.15529, 1060.67, 
6443419, 0.15529, 1060.67, 
6443424, 0.15529, 1060.67, 
6443593, 0.15529, 1060.67, 
6443597, 0.15529, 1060.67, 
6443767, 0.15529, 1060.67, 
6443771, 0.15529, 1060.67, 
6443863, 0.15529, 1060.67, 
6443867, 0.15529, 1060.67, 
6444011, 0.1546, 1059.57, 
6444015, 0.1546, 1059.57, 
6444185, 0.1546, 1059.57, 
6444189, 0.1546, 1059.57, 
6444359, 0.1546, 1059.57, 
6444363, 0.1546, 1059.57, 
6444533, 0.1546, 1059.57, 
6444537, 0.1546, 1059.57, 
6444707, 0.1546, 1059.57, 
6444710, 0.1546, 1059.57, 
6444854, 0.15351547, 1057.74, 
6444858, 0.15351547, 1057.74, 
6445028, 0.15351547, 1057.74, 
6445032, 0.15351547, 1057.74, 
6445201, 0.15351547, 1057.74, 
6445205, 0.15351547, 1057.74, 
6445297, 0.15351547, 1057.74, 
6445301, 0.15351547, 1057.74, 
6445471, 0.15351547, 1057.74, 
6445475, 0.15351547, 1057.74, 
6445644, 0.15351547, 1057.74, 
6445648, 0.15351547, 1057.74, 
6445792, 0.15424296, 1058.98, 
6445795, 0.15424296, 1058.98, 
6445965, 0.15424296, 1058.98, 
6445969, 0.15424296, 1058.98, 
6446139, 0.15424296, 1058.98, 
6446143, 0.15424296, 1058.98, 
6446313, 0.15424296, 1058.98, 
6446316, 0.15424296, 1058.98, 
6446486, 0.15424296, 1058.98, 
6446490, 0.15424296, 1058.98, 
6446659, 0.15424296, 1058.98, 
6446663, 0.15424296, 1058.98, 
6446807, 0.1546, 1059.5, 
6446811, 0.1546, 1059.5, 
6446980, 0.1546, 1059.5, 
6446984, 0.1546, 1059.5, 
6447154, 0.1546, 1059.5, 
6447158, 0.1546, 1059.5, 
6447327, 0.1546, 1059.5, 
6447331, 0.1546, 1059.5, 
6447500, 0.1546, 1059.5, 
6447505, 0.1546, 1059.5, 
6447649, 0.1546, 1059.5, 
6447653, 0.1546, 1059.5, 
6447771, 0.15455, 1059.26, 
6447775, 0.15455, 1059.26, 
6447945, 0.15455, 1059.26, 
6447948, 0.15455, 1059.26, 
6448118, 0.15455, 1059.26, 
6448122, 0.15455, 1059.26, 
6448291, 0.15455, 1059.26, 
6448295, 0.15455, 1059.26, 
6448465, 0.15455, 1059.26, 
6448469, 0.15455, 1059.26, 
6448639, 0.15455, 1059.26, 
6448642, 0.15455, 1059.26, 
6448813, 0.15455, 1059.26, 
6448816, 0.15455, 1059.26, 
6448986, 0.15455, 1059.26, 
6448990, 0.15455, 1059.26, 
6449160, 0.15455, 1059.26, 
6449163, 0.15455, 1059.26, 
6449308, 0.1535, 1056.49, 
6449311, 0.1535, 1056.49, 
6449482, 0.1535, 1056.49, 
6449484, 0.1535, 1056.49, 
6449655, 0.1535, 1056.48, 
6449658, 0.1535, 1056.48, 
6449828, 0.1535, 1056.48, 
6449831, 0.1535, 1056.48, 
6450002, 0.1535, 1056.48, 
6450005, 0.1535, 1056.48, 
6450150, 0.1535, 1056.48, 
6450153, 0.1535, 1056.48, 
6450272, 0.15344, 1056.11, 
6450275, 0.15344, 1056.11, 
6450446, 0.15344, 1056.11, 
6450449, 0.15344, 1056.11, 
6450619, 0.15344, 1056.11, 
6450622, 0.15344, 1056.11, 
6450793, 0.15344, 1056.11, 
6450795, 0.15344, 1056.11, 
6450966, 0.15344, 1056.11, 
6450968, 0.15344, 1056.11, 
6451140, 0.15344, 1056.11, 
6451141, 0.15344, 1056.11, 
6477336, 0.15079, 1046.83, 
6515334, 0.15675588, 1067.72, 
6515430, 0.15675588, 1067.72, 
6515526, 0.15640658, 1066.52, 
6516793, 0.1607, 1080.73, 
6539522, 0.15682572, 1067.94, 
6557485, 0.15780785, 1071.5, 
6572060, 0.15875688, 1074.55, 
6572775, 0.15843176, 1073.48, 
6595328, 0.16101, 1082, 
6596201, 0.16238998, 1086.56, 
6651711, 0.16245446, 1086.88, 
6651777, 0.16245446, 1086.88, 
6651789, 0.16245446, 1086.88, 
6651900, 0.16245446, 1086.88, 
6651912, 0.16245446, 1086.88, 
6652011, 0.16245446, 1086.88, 
6652049, 0.16245446, 1086.88, 
6652108, 0.16245446, 1086.88, 
6652173, 0.16245446, 1086.88, 
6652178, 0.16245446, 1086.88, 
6652297, 0.16125186, 1082.95, 
6652301, 0.16125186, 1082.95, 
6652475, 0.16125186, 1082.95, 
6652476, 0.16125186, 1082.95, 
6662941, 0.16253442, 1087.28, 
6662942, 0.16253442, 1087.28, 
6685105, 0.15772482, 1071.04, 
6691824, 0.15999, 1078.69, 
6746522, 0.16344624, 1090.36, 
6746593, 0.16344624, 1090.36, 
6746663, 0.16344624, 1090.36, 
6746734, 0.16344624, 1090.36, 
6746805, 0.16344624, 1090.36, 
6746875, 0.16344624, 1090.36, 
6746946, 0.16344624, 1090.36, 
6747017, 0.16344624, 1090.36, 
6777917, 0.16068576, 1081.04, 
6777988, 0.16068576, 1081.04, 
6778058, 0.16068576, 1081.04, 
6778129, 0.16068576, 1081.04, 
6778199, 0.16068576, 1081.04, 
6778270, 0.16068576, 1081.04, 
6778341, 0.16068576, 1081.04, 
6778411, 0.16068576, 1081.04, 
6778482, 0.16068576, 1081.04, 
6778552, 0.16068576, 1081.04, 
6831669, 0.17259482, 1121.25, 
6831740, 0.17259482, 1121.25, 
6831811, 0.17259482, 1121.25, 
6831882, 0.17259482, 1121.25, 
6831953, 0.17259482, 1121.25, 
6832024, 0.17259482, 1121.25, 
6832095, 0.17259482, 1121.25, 
6832168, 0.17259482, 1121.25, 
6832239, 0.17259482, 1121.25, 
6832310, 0.17259482, 1121.25, 
6832383, 0.17259482, 1121.25, 
6832455, 0.17259482, 1121.25, 
6832526, 0.17259482, 1121.25, 
6832597, 0.17259482, 1121.25, 
6832668, 0.17259482, 1121.25, 
6832738, 0.17259482, 1121.25, 
6832811, 0.17259482, 1121.25, 
6832883, 0.17259482, 1121.25, 
6832954, 0.17259482, 1121.25, 
6833025, 0.17259482, 1121.25, 
6833102, 0.17259482, 1121.25, 
6833174, 0.17259482, 1121.25, 
6833244, 0.17259482, 1121.25, 
6833315, 0.17259482, 1121.25, 
6833387, 0.17259483, 1121.25, 
6833459, 0.17258964, 1121.23, 
6833530, 0.17258964, 1121.23, 
6833625, 0.17258964, 1121.23, 
6863027, 0.1759, 1132.41, 
6863098, 0.1759, 1132.41, 
6863168, 0.1759, 1132.41, 
6863239, 0.1759, 1132.41, 
6863309, 0.1759, 1132.41, 
6863380, 0.1759, 1132.41, 
6863451, 0.1759, 1132.41, 
6863521, 0.1759, 1132.41, 
6863591, 0.1759, 1132.41, 
6863662, 0.1759, 1132.41, 
6863732, 0.1759, 1132.41, 
6863803, 0.1759, 1132.41, 
6863873, 0.1759, 1132.41, 
6863944, 0.1759, 1132.41, 
6864015, 0.1759, 1132.41, 
6864085, 0.1759, 1132.41, 
6864156, 0.1759, 1132.41, 
6864226, 0.1759, 1132.41, 
6864297, 0.1759, 1132.41, 
6864367, 0.1759, 1132.41, 
6864438, 0.1759, 1132.41, 
6864508, 0.1759, 1132.41, 
6864579, 0.1759, 1132.41, 
6932491, 0.17043264, 1113.95, 
6932562, 0.17043264, 1113.95, 
6932716, 0.17043264, 1113.95, 
6932786, 0.17043264, 1113.95, 
6932857, 0.17043264, 1113.95, 
6932927, 0.17007916, 1112.76, 
6932998, 0.17007916, 1112.76, 
6933069, 0.17007916, 1112.76, 
6933139, 0.17007916, 1112.76, 
6933210, 0.17007916, 1112.76, 
6933280, 0.17007916, 1112.76, 
6933351, 0.17007916, 1112.76, 
6933422, 0.17007916, 1112.76, 
6933492, 0.17007916, 1112.76, 
6933563, 0.17007916, 1112.76, 
6933633, 0.17007916, 1112.76, 
6933704, 0.17007916, 1112.76, 
6933775, 0.17007916, 1112.76, 
6933845, 0.17007916, 1112.76, 
6933916, 0.17007916, 1112.76, 
6933987, 0.17007916, 1112.76, 
6934057, 0.17007916, 1112.76, 
6934128, 0.17007916, 1112.76, 
6934198, 0.17007916, 1112.76, 
6934269, 0.17007916, 1112.76, 
6934339, 0.17007916, 1112.76, 
6934410, 0.17007916, 1112.76, 
6934481, 0.17007916, 1112.76, 
6934551, 0.17007916, 1112.76, 
6939265, 0.16844244, 1107.23, 
6939337, 0.16844244, 1107.23, 
6939411, 0.16844244, 1107.23, 
6939482, 0.16844244, 1107.23, 
6939552, 0.16844244, 1107.23, 
6939623, 0.16904741, 1109.27, 
6939693, 0.16904741, 1109.27, 
6939764, 0.16904741, 1109.27, 
6939835, 0.16904741, 1109.27, 
6939905, 0.16904741, 1109.27, 
6939976, 0.16904741, 1109.27, 
6940046, 0.16904741, 1109.27, 
6940117, 0.16904741, 1109.27, 
6940188, 0.16904741, 1109.27, 
6940258, 0.16904741, 1109.27, 
6940329, 0.16904741, 1109.27, 
6940399, 0.16904741, 1109.27, 
6940470, 0.16879174, 1108.41, 
6940540, 0.16879174, 1108.41, 
6940611, 0.16934064, 1110.26, 
6940681, 0.16934064, 1110.26, 
6940752, 0.16934064, 1110.26, 
6940823, 0.16934064, 1110.26, 
6940893, 0.16934064, 1110.26, 
6940964, 0.16934064, 1110.26, 
6941035, 0.16934064, 1110.26, 
6941105, 0.16934064, 1110.26, 
6941176, 0.16934064, 1110.26, 
6941247, 0.16934064, 1110.26, 
6941317, 0.16934064, 1110.26, 
6941387, 0.16934064, 1110.26, 
6941458, 0.16934064, 1110.26, 
6941529, 0.16934064, 1110.26, 
6941599, 0.16934064, 1110.26, 
6941670, 0.16934064, 1110.26, 
6941741, 0.16934064, 1110.26, 
6941811, 0.16934064, 1110.26, 
6941882, 0.16934064, 1110.26, 
6941952, 0.16934064, 1110.26, 
6942023, 0.16934064, 1110.26, 
6942093, 0.16934064, 1110.26, 
6942164, 0.16934064, 1110.26, 
6942235, 0.16934064, 1110.26, 
6942305, 0.16950036, 1110.8, 
6942376, 0.16950036, 1110.8, 
6942447, 0.16950036, 1110.8, 
6942517, 0.16950036, 1110.8, 
6942588, 0.16950036, 1110.8, 
6942658, 0.16950036, 1110.8, 
6942729, 0.16950036, 1110.8, 
6942800, 0.16950036, 1110.8, 
6942870, 0.16950036, 1110.8, 
6942941, 0.16950036, 1110.8, 
6943012, 0.16950036, 1110.8, 
6943082, 0.16950036, 1110.8, 
6943153, 0.16950036, 1110.8, 
6943224, 0.16950036, 1110.8, 
6943294, 0.16950036, 1110.8, 
6943365, 0.16950036, 1110.8, 
6943436, 0.16950032, 1110.8, 
6943506, 0.16950032, 1110.8, 
6943577, 0.16950032, 1110.8, 
6943647, 0.16950032, 1110.8, 
6943718, 0.16950032, 1110.8, 
6943789, 0.16950032, 1110.8, 
6943859, 0.16950032, 1110.8, 
6943930, 0.16950032, 1110.8, 
6944001, 0.16950032, 1110.8, 
6944072, 0.16950032, 1110.8, 
6944142, 0.16950032, 1110.8, 
6944213, 0.16950032, 1110.8, 
6944284, 0.16950032, 1110.8, 
6944354, 0.16950032, 1110.8, 
6944425, 0.16950032, 1110.8, 
6944495, 0.16950032, 1110.8, 
6944566, 0.16950032, 1110.8, 
6944637, 0.16950032, 1110.8, 
6944707, 0.16950032, 1110.8, 
6944778, 0.16950032, 1110.8, 
6944849, 0.16950032, 1110.8, 
6944919, 0.16950032, 1110.8, 
6944990, 0.16879174, 1108.41, 
6945060, 0.16879174, 1108.41, 
6945131, 0.1684856, 1107.38, 
6945202, 0.16844264, 1107.23, 
6945272, 0.16844264, 1107.23, 
6945343, 0.16844264, 1107.23, 
6945414, 0.16844264, 1107.23, 
6945484, 0.16844264, 1107.23, 
6945555, 0.1683, 1106.75, 
6945626, 0.1683, 1106.75, 
6945696, 0.1683, 1106.75, 
6945767, 0.1683, 1106.75, 
6945838, 0.1683, 1106.75, 
6945908, 0.1683, 1106.75, 
6945979, 0.1683, 1106.75, 
6946049, 0.1683, 1106.75, 
6946120, 0.1683, 1106.75, 
6946191, 0.1683, 1106.75, 
6946262, 0.1683, 1106.75, 
6946332, 0.1683, 1106.75, 
6946403, 0.16831071, 1106.78, 
6946474, 0.16831071, 1106.78, 
6946544, 0.16831071, 1106.78, 
6946615, 0.16831071, 1106.78, 
6946686, 0.16831071, 1106.78, 
6946756, 0.16831071, 1106.78, 
6946827, 0.1690113, 1109.15, 
6946897, 0.1690113, 1109.15, 
