Time, XRP(Price), Cash, Market Value, Shares,
7123031, 0.17266508, 538.4905016558365, 582.9967964495779, 3376.46035, 
7123101, 0.17266508, 538.4905016558365, 582.9967964495779, 3376.46035, 
7123172, 0.17266508, 538.4905016558365, 582.9967964495779, 3376.46035, 
7123243, 0.17266508, 538.4905016558365, 582.9967964495779, 3376.46035, 
7123441, 0.17266508, 538.4905016558365, 582.9967964495779, 3376.46035, 
7123511, 0.17266508, 538.4905016558365, 582.9967964495779, 3376.46035, 
7123581, 0.17266508, 538.4905016558365, 582.9967964495779, 3376.46035, 
7123652, 0.17266508, 538.4905016558365, 582.9967964495779, 3376.46035, 
7123723, 0.17266508, 538.4905016558365, 582.9967964495779, 3376.46035, 
7197145, 0.172255, 538.4905016558365, 581.61217758925, 3376.46035, 
7197215, 0.172255, 538.4905016558365, 581.61217758925, 3376.46035, 
7197287, 0.172255, 538.4905016558365, 581.61217758925, 3376.46035, 
7197357, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7197428, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7197498, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7197569, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7197640, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7197710, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7197781, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7197852, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7197922, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7197995, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7198065, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7198136, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7198206, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7198277, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7198348, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7198418, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7198490, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7198561, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7198632, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7198702, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7198774, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7198845, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7198920, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7198991, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7199061, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7199132, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7199203, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7199274, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7199345, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7199416, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7199488, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7199558, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7199629, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7199700, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7199771, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7199842, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7199913, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7199983, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7200054, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7200125, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7200196, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7200266, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7200337, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7200408, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7200479, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7200549, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7200620, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7200691, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7200761, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7200832, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7200902, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7200973, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7201044, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7201114, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7201185, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7201255, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7201326, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7201397, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7201467, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7201538, 0.17225502, 538.4905016558365, 581.612245118457, 3376.46035, 
7201609, 0.17225118, 538.4905016558365, 581.599279510713, 3376.46035, 
7201680, 0.17225118, 538.4905016558365, 581.599279510713, 3376.46035, 
7201750, 0.17437906, 538.4905016558365, 588.783981960271, 3376.46035, 
7201821, 0.17437906, 538.4905016558365, 588.783981960271, 3376.46035, 
7201891, 0.17437906, 538.4905016558365, 588.783981960271, 3376.46035, 
7201962, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7202033, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7202104, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7202174, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7202245, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7202316, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7202386, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7202457, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7202527, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7202598, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7202669, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7202739, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7202810, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7202880, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7202952, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7203023, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7203094, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7203165, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7203236, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7203306, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7203377, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7203448, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7203519, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7203589, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7203660, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7203730, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7203802, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7203872, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7203943, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7204014, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7204084, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7204155, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7204226, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7204297, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7204367, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7204438, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7204509, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7204579, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7204650, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7204721, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7204792, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7204863, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7204933, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7205004, 0.17481029, 538.4905016558365, 590.2400129570015, 3376.46035, 
7205074, 0.17499998, 538.4905016558365, 590.880493720793, 3376.46035, 
7205145, 0.17499998, 538.4905016558365, 590.880493720793, 3376.46035, 
7205215, 0.17499998, 538.4905016558365, 590.880493720793, 3376.46035, 
7205286, 0.17499998, 538.4905016558365, 590.880493720793, 3376.46035, 
7205357, 0.17499998, 538.4905016558365, 590.880493720793, 3376.46035, 
7205427, 0.17499998, 538.4905016558365, 590.880493720793, 3376.46035, 
7205498, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7205568, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7205639, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7205710, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7205780, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7205851, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7205921, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7205992, 0.1776169, 538.4905016558365, 599.716420339915, 3376.46035, 
7206062, 0.1769978, 538.4905016558365, 597.62605373723, 3376.46035, 
7206133, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7206204, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7206278, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7206349, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7206419, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7206490, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7206562, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7206632, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7206703, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7206774, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7206844, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7206915, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7206985, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7207056, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7207126, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7207198, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7207268, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7207339, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7207409, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7207480, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7207551, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7207622, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7207693, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7207763, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7207834, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7207906, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7207977, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7208048, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7208119, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7208190, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7208261, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7208332, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7208403, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7208475, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7208546, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7208617, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7208688, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7208759, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7208830, 0.177, 538.4905016558365, 597.6334819499999, 3376.46035, 
7208901, 0.17340002, 538.4905016558365, 585.4782922192069, 3376.46035, 
7208971, 0.17340002, 538.4905016558365, 585.4782922192069, 3376.46035, 
7209043, 0.17340002, 538.4905016558365, 585.4782922192069, 3376.46035, 
7209114, 0.17340002, 538.4905016558365, 585.4782922192069, 3376.46035, 
7209185, 0.17340002, 538.4905016558365, 585.4782922192069, 3376.46035, 
7209256, 0.17340002, 538.4905016558365, 585.4782922192069, 3376.46035, 
7209328, 0.17340002, 538.4905016558365, 585.4782922192069, 3376.46035, 
7383820, 0.17225, 538.4905016558365, 581.5952952874999, 3376.46035, 
7383890, 0.17225, 538.4905016558365, 581.5952952874999, 3376.46035, 
7383961, 0.17225, 538.4905016558365, 581.5952952874999, 3376.46035, 
7384031, 0.17225, 538.4905016558365, 581.5952952874999, 3376.46035, 
7384102, 0.17225, 538.4905016558365, 581.5952952874999, 3376.46035, 
7384172, 0.17225, 538.4905016558365, 581.5952952874999, 3376.46035, 
7384243, 0.17225, 538.4905016558365, 581.5952952874999, 3376.46035, 
7384314, 0.17225, 538.4905016558365, 581.5952952874999, 3376.46035, 
7384384, 0.17225, 538.4905016558365, 581.5952952874999, 3376.46035, 
7384455, 0.17225, 538.4905016558365, 581.5952952874999, 3376.46035, 
7384527, 0.1762, 538.4905016558365, 594.93231367, 3376.46035, 
7384597, 0.1762, 538.4905016558365, 594.93231367, 3376.46035, 
7384668, 0.1762, 538.4905016558365, 594.93231367, 3376.46035, 
7384738, 0.17619998, 538.4905016558365, 594.932246140793, 3376.46035, 
7384809, 0.17619998, 538.4905016558365, 594.932246140793, 3376.46035, 
7384879, 0.17619998, 538.4905016558365, 594.932246140793, 3376.46035, 
7384950, 0.17619998, 538.4905016558365, 594.932246140793, 3376.46035, 
7385020, 0.17619998, 538.4905016558365, 594.932246140793, 3376.46035, 
7385091, 0.17619998, 538.4905016558365, 594.932246140793, 3376.46035, 
7385161, 0.17619998, 538.4905016558365, 594.932246140793, 3376.46035, 
7385232, 0.17619998, 538.4905016558365, 594.932246140793, 3376.46035, 
7385303, 0.17619998, 538.4905016558365, 594.932246140793, 3376.46035, 
7385373, 0.17619998, 538.4905016558365, 594.932246140793, 3376.46035, 
7385444, 0.17619998, 538.4905016558365, 594.932246140793, 3376.46035, 
7385514, 0.17619998, 538.4905016558365, 594.932246140793, 3376.46035, 
7385586, 0.17619998, 538.4905016558365, 594.932246140793, 3376.46035, 
7385656, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7385727, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7385797, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7385868, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7385938, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7386009, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7386079, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7386150, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7386220, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7386291, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7386362, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7386432, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7386503, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7386573, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7386644, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7386714, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7386785, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7386855, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7386926, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7386996, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7387067, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7387138, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7387208, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7387279, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7387349, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7387420, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7387490, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7387561, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7387631, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7387702, 0.17225002, 538.4905016558365, 581.5953628167069, 3376.46035, 
7387772, 0.17665, 538.4905016558365, 596.4517208275, 3376.46035, 
7387843, 0.17665, 538.4905016558365, 596.4517208275, 3376.46035, 
7387913, 0.17665, 538.4905016558365, 596.4517208275, 3376.46035, 
7387984, 0.17665, 538.4905016558365, 596.4517208275, 3376.46035, 
7388055, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7388125, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7388196, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7388266, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7388337, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7388407, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7388478, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7388549, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7388619, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7388690, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7388760, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7388831, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7388901, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7388972, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7389042, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7389113, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7389183, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7389254, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7389324, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7389395, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7389465, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7389536, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7389606, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7389677, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7389748, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7389818, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7389888, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7389959, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7390029, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7390100, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7390170, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7390241, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7390311, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7390382, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7390452, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7390523, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7390593, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7390664, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7390734, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7390805, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7390876, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7390946, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7391017, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7391087, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7391158, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7391228, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7391299, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7391369, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7391440, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7391510, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7391581, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7391651, 0.17691069, 538.4905016558365, 597.3319302761415, 3376.46035, 
7391722, 0.17691071, 538.4905016558365, 597.3319978053485, 3376.46035, 
7391792, 0.17691071, 538.4905016558365, 597.3319978053485, 3376.46035, 
7391863, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7391933, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7392004, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7392075, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7392145, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7392216, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7392286, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7392357, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7392427, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7392498, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7392568, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7392639, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7392709, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7392780, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7392850, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7392921, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7392991, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7393062, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7393133, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7393203, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7393274, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7393344, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7393414, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7393485, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7393555, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7393626, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7393696, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7393767, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7393838, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7393908, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7393979, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7394049, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7394120, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7394190, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7394261, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7394331, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7394401, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7394472, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7394543, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7394613, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7394684, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7394754, 0.17857143, 538.4905016558365, 602.9393530378005, 3376.46035, 
7394825, 0.17999, 538.4905016558365, 607.7290983965, 3376.46035, 
7394895, 0.17999, 538.4905016558365, 607.7290983965, 3376.46035, 
7394966, 0.17999, 538.4905016558365, 607.7290983965, 3376.46035, 
7395036, 0.18067363, 538.4905016558365, 610.0373479855705, 3376.46035, 
7395107, 0.18235212, 538.4905016558365, 615.704702918442, 3376.46035, 
7395177, 0.18185, 538.4905016558365, 614.0093146475, 3376.46035, 
7395248, 0.18185, 538.4905016558365, 614.0093146475, 3376.46035, 
7395318, 0.18185, 538.4905016558365, 614.0093146475, 3376.46035, 
7395389, 0.18185, 538.4905016558365, 614.0093146475, 3376.46035, 
7395459, 0.18185, 538.4905016558365, 614.0093146475, 3376.46035, 
7395530, 0.18185, 538.4905016558365, 614.0093146475, 3376.46035, 
7395600, 0.18185, 538.4905016558365, 614.0093146475, 3376.46035, 
7395671, 0.18185, 538.4905016558365, 614.0093146475, 3376.46035, 
7395742, 0.18185, 538.4905016558365, 614.0093146475, 3376.46035, 
7395812, 0.18185002, 538.4905016558365, 614.0093821767069, 3376.46035, 
7395883, 0.18185002, 538.4905016558365, 614.0093821767069, 3376.46035, 
7395953, 0.18185002, 538.4905016558365, 614.0093821767069, 3376.46035, 
7396024, 0.18185002, 538.4905016558365, 614.0093821767069, 3376.46035, 
7396094, 0.18185002, 538.4905016558365, 614.0093821767069, 3376.46035, 
7396165, 0.18185002, 538.4905016558365, 614.0093821767069, 3376.46035, 
7396235, 0.18185002, 538.4905016558365, 614.0093821767069, 3376.46035, 
7396306, 0.18185002, 538.4905016558365, 614.0093821767069, 3376.46035, 
7396377, 0.18185002, 538.4905016558365, 614.0093821767069, 3376.46035, 
7396447, 0.18185002, 538.4905016558365, 614.0093821767069, 3376.46035, 
7396518, 0.18185002, 538.4905016558365, 614.0093821767069, 3376.46035, 
7396589, 0.18185002, 538.4905016558365, 614.0093821767069, 3376.46035, 
7480102, 0.18119924, 538.4905016558365, 611.8120493101341, 3376.46035, 
7480173, 0.18119924, 538.4905016558365, 611.8120493101341, 3376.46035, 
7480243, 0.18119924, 538.4905016558365, 611.8120493101341, 3376.46035, 
7480314, 0.18119924, 538.4905016558365, 611.8120493101341, 3376.46035, 
7480385, 0.18119924, 538.4905016558365, 611.8120493101341, 3376.46035, 
7480456, 0.18119924, 538.4905016558365, 611.8120493101341, 3376.46035, 
7556710, 0.17855218, 538.4905016558365, 602.874356176063, 3376.46035, 
7556781, 0.17855218, 538.4905016558365, 602.874356176063, 3376.46035, 
7556852, 0.17855218, 538.4905016558365, 602.874356176063, 3376.46035, 
7556922, 0.17855218, 538.4905016558365, 602.874356176063, 3376.46035, 
